date,index,8 Open_Interest_All,9 Prod_Merc_Positions_Long_All,10 Prod_Merc_Positions_Short_All,11 Swap_Positions_Long_All,12 Swap__Positions_Short_All,14 M_Money_Positions_Long_All,15 M_Money_Positions_Short_All,56 56 Change_in_Open_Interest_All,57 57 Change_in_Prod_Merc_Long_All,58 58 Change_in_Prod_Merc_Short_All,59 59 Change_in_Swap_Long_All,60 60 Change_in_Swap_Short_All,62 62 Change_in_M_Money_Long_All,63 63 Change_in_M_Money_Short_All,73 73 Pct_of_OI_Prod_Merc_Long_All,74 74 Pct_of_OI_Prod_Merc_Short_All,75 75 Pct_of_OI_Swap_Long_All,76 76 Pct_of_OI_Swap_Short_All,78 78 Pct_of_OI_M_Money_Long_All,79 79 Pct_of_OI_M_Money_Short_All,120 120 Traders_Tot_All,121 121 Traders_Prod_Merc_Long_All,122 122 Traders_Prod_Merc_Short_All,123 123 Traders_Swap_Long_All,124 124 Traders_Swap_Short_All,126 126 Traders_M_Money_Long_All,127 127 Traders_M_Money_Short_All,AA_Vintage,AA_Clearing Price,AA_Floor Price,AA_Cleared Above Floor,AA_Percent above Floor,AA_BID Ratio,AA_HHI,AA_Allowances Purchased by Compliance Entities,AA_Volume of Allowances-State,AA_Volume of Allowances-Utility,AA_Revenue-State,AA_Maximum,AA_Minimum,AA_Mean,AA_Median,AA_Allowances Offered,AA_Allowances Cleared,Qualified Bidders(Total)_x,AA_Median allowance price,AA_Speculators Allowances Purchased,AA_Compliance Entities Allowances Purchased,AA_Speculator Buy and Hold,CA_Vintage,CA_Clearing Price,CA_Floor Price,CA_Cleared Above Floor,CA_Percent Above Floor,CA_BID Ratio,CA_HHI,CA_Allowances Purchased by Compliance Entities,CA_Volume of Allowances-State,CA_Volume of Allowances-Utility,CA_Maximum,CA_Minimum,CA_Mean,CA_Median,CA_Allowances Offered,CA_Allowances Cleared,Qualified Bidders(Total)_y,CA_Median allowance price,Speculators Allowances purchased,Compliance Entities Allowances Purchased,Speculator Buy and Hold,Front,Benchmark,Auction Floor,Front_Weekly_min,Front_Weekly_max,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2016 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2017 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2018 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2019 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 21 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 22 - ICE FUTURES ENERGY DIV,CALIF CARBON 21 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIFORNIA CARBON ALLOWANCE VINTAGE 2015 - ICE FUTURES ENERGY DIV,CALIF CARBON CURRENT AUCTION - ICE FUTURES ENERGY DIV,CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,CALIF CARBON 22 - ICE FUTURES ENERGY DIV,CALIF CARBON ALLOWANCE V2022 - ICE FUTURES ENERGY DIV,week_idx
2017-06-06,733.0,54043.0,40510.0,28443.0,2926.0,11938.0,0.0,0.0,5142.0,1951.0,3166.0,500.0,100.0,0.0,0.0,75.0,52.6,5.4,22.1,0.0,0.0,32.0,9.0,8.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,13.92,14.267142857142858,13.570000000000002,13.89,13.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
2017-06-13,740.0,56514.0,41912.0,30167.0,3176.0,11739.0,0.0,0.0,2471.0,1402.0,1724.0,250.0,-199.0,0.0,0.0,74.2,53.4,5.6,20.8,0.0,0.0,33.0,9.0,9.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,13.921428571428573,14.248571428571427,13.570000000000002,13.9,13.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2017-06-20,747.0,56752.0,42587.0,29917.0,3049.0,12179.0,0.0,0.0,238.0,675.0,-250.0,-127.0,440.0,0.0,0.0,75.0,52.7,5.4,21.5,0.0,0.0,34.0,10.0,9.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,14.045714285714286,14.370000000000001,13.570000000000002,13.98,14.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
2017-06-27,754.0,56719.0,43354.0,29427.0,3049.0,11901.0,0.0,0.0,-33.0,767.0,-490.0,0.0,-278.0,0.0,0.0,76.4,51.9,5.4,21.0,0.0,0.0,35.0,12.0,10.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,14.24,14.542857142857143,13.570000000000002,14.19,14.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
2017-07-04,761.0,42765.71428571428,36492.42857142857,19271.85714285714,3213.285714285714,15717.285714285714,0.0,0.0,-11946.0,-5878.0,-8697.285714285714,139.28571428571428,3269.5714285714284,0.0,0.0,85.35714285714286,45.1,7.557142857142857,36.785714285714285,0.0,0.0,33.285714285714285,12.0,8.142857142857142,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,14.510000000000002,14.799999999999999,13.570000000000002,14.33,14.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2017-07-11,768.0,43352.0,36633.0,19571.0,3149.0,15653.0,0.0,0.0,684.0,164.0,349.0,-75.0,-75.0,0.0,0.0,84.5,45.1,7.3,36.1,0.0,0.0,35.0,12.0,9.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,14.832857142857142,15.122857142857143,13.570000000000002,14.6,15.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
2017-07-18,775.0,44690.0,37891.0,20403.0,3174.0,15584.0,0.0,0.0,1338.0,1258.0,832.0,25.0,-69.0,0.0,0.0,84.8,45.7,7.1,34.9,0.0,0.0,36.0,12.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,15.001428571428573,15.294285714285715,13.570000000000002,14.97,15.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
2017-07-25,782.0,45292.0,38383.0,20878.0,3504.0,15661.0,0.0,0.0,602.0,492.0,475.0,330.0,77.0,0.0,0.0,84.7,46.1,7.7,34.6,0.0,0.0,36.0,12.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,15.022857142857143,15.315714285714284,13.570000000000002,14.95,15.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
2017-08-01,789.0,45573.0,39424.0,21052.0,3499.0,15769.0,0.0,0.0,281.0,1041.0,174.0,-5.0,108.0,0.0,0.0,86.5,46.2,7.7,34.6,0.0,0.0,34.0,11.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,15.018571428571429,15.248571428571427,13.570000000000002,14.959999999999999,15.040000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
2017-08-08,796.0,46952.0,39171.0,22576.0,3821.0,15764.0,0.0,0.0,1379.0,-253.0,1524.0,322.0,-5.0,0.0,0.0,83.4,48.1,8.1,33.6,0.0,0.0,34.0,11.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,14.777142857142858,14.994285714285715,13.570000000000002,14.679999999999998,14.929999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
2017-08-15,803.0,47218.0,38897.0,25226.0,3821.0,14699.0,0.0,0.0,266.0,-274.0,2650.0,0.0,-1065.0,0.0,0.0,82.4,53.4,8.1,31.1,0.0,0.0,36.0,11.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.55,13.570000000000002,0.9799999999999999,0.0722,1.84,1738.0,0.875,9723500.0,0.0,141476925.0,18.0,13.570000000000002,14.429999999999998,14.42,9723500.0,9723500.0,98.0,14.56,1215437.5,8508062.5,1093893.75,2017.0,14.75,13.570000000000002,1.18,0.087,1.7900000000000003,1118.0,0.958,44013898.0,19873935.0,50.7,13.570000000000002,15.48,14.69,63887833.0,63887833.0,98.0,14.88,2683288.986,61204544.01,2414960.0874,14.597142857142858,14.848571428571429,13.570000000000002,14.570000000000002,14.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
2017-08-22,810.0,47732.0,39026.0,25486.0,3821.0,14564.0,0.0,0.0,514.0,129.0,260.0,0.0,-135.0,0.0,0.0,81.8,53.4,8.0,30.5,0.0,0.0,36.0,10.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,14.587142857142856,14.844285714285714,13.570000000000002,14.540000000000001,14.74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2017-08-29,817.0,45240.0,36746.0,21790.0,3746.0,14649.0,0.0,0.0,-2492.0,-2280.0,-3696.0,-75.0,85.0,0.0,0.0,81.2,48.2,8.3,32.4,0.0,0.0,35.0,10.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,14.955714285714285,15.221428571428572,13.570000000000002,14.88,15.040000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
2017-09-05,824.0,47551.0,38608.0,23025.0,3644.0,15185.0,0.0,0.0,2311.0,1862.0,1235.0,-102.0,536.0,0.0,0.0,81.2,48.4,7.7,31.9,0.0,0.0,35.0,10.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.162857142857144,15.412857142857144,13.570000000000002,15.070000000000002,15.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
2017-09-12,831.0,49371.0,38622.0,23815.0,3544.0,16350.0,0.0,0.0,1820.0,14.0,790.0,-100.0,1165.0,0.0,0.0,78.2,48.2,7.2,33.1,0.0,0.0,36.0,10.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.028571428571428,15.284285714285716,13.570000000000002,14.89,15.24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
2017-09-19,838.0,50581.0,39025.0,24649.0,3519.0,16690.0,0.0,0.0,1210.0,403.0,834.0,-25.0,340.0,0.0,0.0,77.2,48.7,7.0,33.0,0.0,0.0,36.0,10.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.017142857142858,15.299999999999999,13.570000000000002,14.92,15.070000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
2017-09-26,845.0,50703.0,38745.0,24598.0,3519.0,17030.0,0.0,0.0,122.0,-280.0,-51.0,0.0,340.0,0.0,0.0,76.4,48.5,6.9,33.6,0.0,0.0,37.0,10.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,14.961428571428572,15.244285714285713,13.570000000000002,14.9,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
2017-10-03,852.0,46309.0,36707.0,22360.0,3269.0,16114.0,0.0,0.0,-4394.0,-2038.0,-2238.0,-250.0,-916.0,0.0,0.0,79.3,48.3,7.1,34.8,0.0,0.0,35.0,9.0,10.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.037142857142856,15.287142857142856,13.570000000000002,15.02,15.070000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
2017-10-10,859.0,48059.0,37981.0,23910.0,3319.0,16166.0,0.0,0.0,1750.0,1274.0,1550.0,50.0,52.0,0.0,0.0,79.0,49.8,6.9,33.6,0.0,0.0,35.0,9.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.017142857142858,15.267142857142858,13.570000000000002,15.0,15.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
2017-10-17,866.0,48530.0,38726.0,23939.0,3319.0,16124.0,0.0,0.0,471.0,745.0,29.0,0.0,-42.0,0.0,0.0,79.8,49.3,6.8,33.2,0.0,0.0,35.0,9.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.147142857142857,15.379999999999999,13.570000000000002,15.05,15.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
2017-10-24,873.0,50065.0,36156.0,23682.0,3544.0,16130.0,0.0,0.0,1535.0,-2570.0,-257.0,225.0,6.0,0.0,0.0,72.2,47.3,7.1,32.2,0.0,0.0,35.0,9.0,11.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.049999999999999,15.262857142857143,13.570000000000002,14.97,15.179999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
2017-10-31,880.0,53928.0,38609.0,26023.0,3694.0,15526.0,0.0,0.0,3863.0,2453.0,2341.0,150.0,-604.0,0.0,0.0,71.6,48.3,6.8,28.8,0.0,0.0,35.0,10.0,10.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.198571428571428,15.357142857142858,13.570000000000002,15.040000000000001,15.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
2017-11-07,887.0,53988.0,38493.0,25976.0,3694.0,15552.0,0.0,0.0,60.0,-116.0,-47.0,0.0,26.0,0.0,0.0,71.3,48.1,6.8,28.8,0.0,0.0,35.0,10.0,10.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.125714285714285,15.275714285714287,13.570000000000002,14.97,15.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2017-11-14,894.0,56822.0,36228.0,24297.0,3844.0,15375.0,0.0,0.0,2834.0,-2265.0,-1679.0,150.0,-177.0,0.0,0.0,63.8,42.8,6.8,27.1,0.0,0.0,36.0,10.0,10.0,0.0,4.0,0.0,0.0,2020.0,14.76,13.570000000000002,1.19,0.0877,1.27,1453.0,0.9229999999999999,9723500.0,0.0,143518860.0,22.7,13.570000000000002,15.16,14.81,9723500.0,9723500.0,103.0,14.959999999999999,748709.5,8974790.5,673838.55,2017.0,15.06,13.570000000000002,1.49,0.10980000000000001,1.3699999999999999,918.0,0.965,59921406.0,19626880.0,50.7,13.570000000000002,16.38,14.88,79548286.0,79548286.0,103.0,15.75,2784190.0100000002,76764095.99,2505771.009,15.038571428571428,15.155714285714286,13.570000000000002,15.0,15.070000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2017-11-21,901.0,57594.0,36809.0,24699.0,4019.0,15495.0,0.0,0.0,772.0,581.0,402.0,175.0,120.0,0.0,0.0,63.9,42.9,7.0,26.9,0.0,0.0,37.0,11.0,9.0,0.0,4.0,0.0,0.0,2021.0,14.53,14.53,0.37,0.0,0.6900000000000001,1727.0,0.89,8576000.0,0.0,124609280.0,22.19,14.53,15.320000000000002,14.91,12427950.0,8576000.0,118.0,14.820000000000002,943360.0,7632640.0,849024.0,2018.0,14.61,14.53,0.08,0.0055000000000000005,1.2099999999999997,436.0,0.9209999999999999,77543931.0,20671989.0,54.27,14.53,15.9,14.84,98215920.0,98215920.0,118.0,14.929999999999998,7759057.68,90456862.32000001,6983151.912,15.14,15.24,13.570000000000002,15.08,15.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2017-11-28,908.0,57213.0,36809.0,25322.0,4169.0,15384.0,0.0,0.0,-381.0,0.0,623.0,150.0,-111.0,0.0,0.0,64.3,44.3,7.3,26.9,0.0,0.0,36.0,11.0,9.0,0.0,4.0,0.0,0.0,2021.0,14.53,14.53,0.37,0.0,0.6900000000000001,1727.0,0.89,8576000.0,0.0,124609280.0,22.19,14.53,15.320000000000002,14.91,12427950.0,8576000.0,118.0,14.820000000000002,943360.0,7632640.0,849024.0,2018.0,14.61,14.53,0.08,0.0055000000000000005,1.2099999999999997,436.0,0.9209999999999999,77543931.0,20671989.0,54.27,14.53,15.9,14.84,98215920.0,98215920.0,118.0,14.929999999999998,7759057.68,90456862.32000001,6983151.912,15.064285714285715,15.162857142857144,13.570000000000002,15.05,15.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2017-12-05,915.0,60583.0,39436.0,27904.0,4169.0,15695.0,0.0,0.0,3370.0,2627.0,2582.0,0.0,311.0,0.0,0.0,65.1,46.1,6.9,25.9,0.0,0.0,37.0,11.0,9.0,0.0,4.0,0.0,0.0,2021.0,14.53,14.53,0.37,0.0,0.6900000000000001,1727.0,0.89,8576000.0,0.0,124609280.0,22.19,14.53,15.320000000000002,14.91,12427950.0,8576000.0,118.0,14.820000000000002,943360.0,7632640.0,849024.0,2018.0,14.61,14.53,0.08,0.0055000000000000005,1.2099999999999997,436.0,0.9209999999999999,77543931.0,20671989.0,54.27,14.53,15.9,14.84,98215920.0,98215920.0,118.0,14.929999999999998,7759057.68,90456862.32000001,6983151.912,15.09,15.175714285714287,13.570000000000002,15.08,15.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
